Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Iceland,ISL,A woman can apply for a passport in the same way as a man (1=yes; 0=no),SG.APL.PSPT.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,"A woman can be ""head of household"" in the same way as a man (1=yes; 0=no)",SG.HLD.HEAD.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can choose where to live in the same way as a man (1=yes; 0=no),SG.LOC.LIVE.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),SG.OBT.DVRC.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can open a bank account in the same way as a man (1=yes; 0=no),SG.OPN.BANK.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can travel outside her home in the same way as a man (1=yes; 0=no),SG.HME.TRVL.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can travel outside the country in the same way as a man (1=yes; 0=no),SG.CTR.TRVL.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can work at night in the same way as a man (1=yes; 0=no),SG.NGT.WORK.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),SG.DNG.WORK.DN.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman can work in an industrial job in the same way as a man (1=yes; 0=no),SG.IND.WORK.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,A woman has the same rights to remarry as a man (1=yes; 0=no),SG.REM.RIGT.EQ,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,"About one month can be covered using savings, borrowing, selling something, seeking help from friends and family, or other ways, in case household loses its main source of income  (% age 15+)",fin24bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"About one month can be covered using savings, borrowing, selling something, seeking help from friends and family, or other ways, in case household loses its main source of income, men (% age 15+)",fin24bb.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"About one month can be covered using savings, borrowing, selling something, seeking help from friends and family, or other ways, in case household loses its main source of income, women (% age 15+)",fin24bb.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"About two months can be covered using savings, borrowing, selling something, seeking help from friends and family, or other ways, in case household loses its main source of income  (% age 15+)",fin24bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"About two months can be covered using savings, borrowing, selling something, seeking help from friends and family, or other ways, in case household loses its main source of income, men (% age 15+)",fin24bc.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"About two months can be covered using savings, borrowing, selling something, seeking help from friends and family, or other ways, in case household loses its main source of income, women (% age 15+)",fin24bc.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,48,56,60,66,67,70,72,72,74,77,77,79,79,80,80,82,75,87,85,84,86,89,,
Iceland,ISL,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,39,44,49,53,56,56,58,60,65,67,69,70,71,71,71,70,79,79,81,84,83,83,,
Iceland,ISL,Accessed government services/info online in past three months  (% age 15+),con30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Accessed government services/info online in past three months, men (% age 15+)",con30g.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Accessed government services/info online in past three months, women (% age 15+)",con30g.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Accessed online info to learn/train/educate in past three months  (% age 15+),con30e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Accessed online info to learn/train/educate in past three months, men (% age 15+)",con30e.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Accessed online info to learn/train/educate in past three months, women (% age 15+)",con30e.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Account  (% age 15+),account.t.d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,99.8548358099717
Iceland,ISL,"Account, men (% age 15+)",account.t.d.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100
Iceland,ISL,"Account, women (% age 15+)",account.t.d.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,99.7045440269947
Iceland,ISL,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,,,,,,,,,,,,,,,,,,99.1299,,,,,,,,,,,,,,,,,97.33665,,97.9898,98.47849,99.51725,98.89011,98.91577,99.25604,99.28735,98.28539,96.62122,96.82525,97.32263,98.14066,99.22781,99.72259,99.30476,98.78802,98.24204,98.10257,98.21974,98.6384,99.51819,99.92112,,,,,,,
Iceland,ISL,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.32543,,98.44095,98.86128,99.19494,,,,,97.3335,95.4928,95.67484,96.88257,98.4981,99.6071,,99.58974,98.9773,98.45287,97.80983,97.7809,98.62334,99.45037,,,,,,,,
Iceland,ISL,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.34734,,97.56241,98.11555,99.82348,,,,,99.19843,97.70269,97.92552,97.74276,97.79904,98.86452,,99.02964,98.60441,98.03741,98.38636,98.64376,98.65286,99.58274,,,,,,,,
Iceland,ISL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,78.498,77.288,78.395,80.428,82.401,84.231,86.834,81.319,76.363,77.415,71.907,70.013,72.418,68.221,64.483,62.543,59.77,56.309,55.556,54.163,54.3,49.018,47.605,43.111,39.737,36.924,38.79,38.631,38.268,33.092,33.219,31.014,27.929,24.923,23.551,22.526,21.883,23.16,24.472,24.09,23.223,20.478,18.656,16.314,13.76,13.293,13.235,13.828,14.297,14.231,12.963,11.385,10.864,8.698,8.19,7.514,6.669,5.931,5.381,4.88,4.408,4.15,3.515,3.369,
Iceland,ISL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,21.9,22.2,22.3,22.6,23,23.3,23.8,24.3,24.8,25.2,25.6,26.1,26.6,27.2,27.8,28.3,28.8,29.3,29.7,30.2,,30.9,31.4,26.5,26.8,27,,,,,,27.7,27.7,27.6,27.6,27.6,27.8,27.5,28,28.1,28.1,28.1,27.7,27.5,32.4,,,,,,
Iceland,ISL,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,24.1,24.4,24.5,24.8,25.1,25.4,25.7,26.1,26.6,27,27.5,28,28.4,28.9,29.4,29.9,30.4,30.9,31.3,31.7,,32.5,32.9,28.2,28.5,28.9,,,,,,29.6,29.7,29.7,29.6,29.7,29.8,29.6,29.9,30,30.1,30.2,29.5,29.1,33.7,,,,,,
Iceland,ISL,Age dependency ratio (% of working-age population),SP.POP.DPND,75.2602840914763,75.807449451553,76.0082610332082,75.9484433492868,75.7147771754795,75.2866962023009,74.6840304759863,73.9782386050298,73.0075045937731,71.89356864535,70.7434813837339,69.4870930337744,68.2477494509384,67.1695260891132,65.9671933924068,64.5472250739779,63.4370684919303,62.4413179923979,61.3181880507184,60.407887724285,59.690052707839,58.8882538851898,58.2048558729815,57.8405056714867,57.4839235695593,57.0982331695572,56.7895344263986,56.2130290303519,55.4946765456696,55.2029561064837,55.2425569763687,55.1554581893906,55.3069468323706,55.6652775974218,55.6464400016383,55.4043611390324,55.1146130152394,54.7251643535427,54.2110979185072,53.7716550710979,53.5109699044125,53.3314321687804,53.1259153534396,52.6920906487493,52.0703928357587,51.0237631119548,49.6035615439924,48.4736425759843,48.0793453819383,48.5910630475959,49.3984902363292,49.8893498658573,50.3224717837189,50.7407510871488,51.0724108016317,51.2221099738985,51.0789131149535,50.5504237232406,49.9243409587446,49.6379021983175,49.9071422727645,50.3588236718681,50.351670582864,50.1597614839303,50.1686850729484
Iceland,ISL,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,2324,2271,2231,2280,2329,2295.5,2254.5,2190,2069.5,2044.5,1964.5,1938,2109,2201,2107.5,2055,2038,1956.5,1947.5,2080.5,2187,2139.5,2088.5,2128.5,2086,1985,1922,1913.5,2081,2252.5,2314,2261,2217.5,2285,2241.5,2110.5,2085.5,2065,2052,2098,2131,2083,2005.5,2026.5,2064,2092.5,2137,2188,2294.5,2412,2411,2272,2199,2210.5,2163.5,2069.5,2001,1986,1983.5,2092.5,2165.5,2253.5,2261,2150,2153.5
Iceland,ISL,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,2487.5,2433.5,2358,2393,2374.5,2373.5,2381.5,2270,2195.5,2158,2058,2070,2228,2338.5,2249.5,2154,2172.5,2080,2034,2182.5,2295,2286.5,2270.5,2236,2162.5,2007,1935,2090.5,2312.5,2363.5,2355,2376.5,2374,2365.5,2317,2268,2232.5,2197,2160.5,2101,2137,2180.5,2112,2106,2155,2203.5,2240,2324.5,2435,2511,2531,2424,2321.5,2229.5,2182.5,2170.5,2084,2089,2182.5,2258,2333,2453.5,2397.5,2275.5,2284.5
